strain amplitude,frequency
8.040059011634706e-22,10.258874686346394
8.040850562556494e-22,10.260413632197926
8.0416421905002525e-22,10.261952808908536
8.042433895473361e-22,10.263492216512853
8.043225677483201e-22,10.265031855045521
8.044017536537138e-22,10.26657172454116
8.044809472642574e-22,10.26811182503445
8.045601485806873e-22,10.26965215656001
8.046393576037422e-22,10.271192719152515
8.047185743341618e-22,10.272733512846639
8.047977987726818e-22,10.274274537677016
8.048770309200431e-22,10.27581579367836
8.049562707769822e-22,10.27735728088531
8.050355183442391e-22,10.27889899933258
8.051147736225519e-22,10.280440949054844
8.051940366126588e-22,10.281983130086797
8.052733073152997e-22,10.28352554246314
8.053525857312122e-22,10.285068186218567
8.054318718611356e-22,10.2866110613878
8.0551116570581e-22,10.28815416800556
8.055904672659735e-22,10.289697506106563
8.05669776542365e-22,10.29124107572552
8.057490935357241e-22,10.292784876897171
8.058284182467898e-22,10.294328909656247
8.059077506763014e-22,10.295873174037492
8.059870908249987e-22,10.29741767007566
8.060664386936209e-22,10.298962397805488
8.061457942829076e-22,10.300507357261743
8.062251575935981e-22,10.302052548479173
8.063045286264323e-22,10.303597971492552
8.063839073821505e-22,10.305143626336664
8.064632938614914e-22,10.306689513046267
8.065426880651966e-22,10.308235631656162
8.066220899940044e-22,10.309781982201129
8.067014996486566e-22,10.311328564715966
8.067809170298916e-22,10.312875379235464
8.0686034213845055e-22,10.314422425794426
8.069397749750721e-22,10.315969704427644
8.070192155404985e-22,10.317517215169957
8.070986638354693e-22,10.319064958056178
8.071781198607247e-22,10.320612933121117
8.072575836170063e-22,10.32216114039963
8.073370551050543e-22,10.323709579926538
8.074165343256088e-22,10.325258251736681
8.074960212794108e-22,10.326807155864897
8.075755159672007e-22,10.328356292346035
8.0765501838972e-22,10.32990566121496
8.077345285477099e-22,10.33145526250654
8.078140464419101e-22,10.333005096255615
8.0789357207306365e-22,10.334555162497084
8.0797310544191035e-22,10.336105461265815
8.0805264654919125e-22,10.337655992596671
8.081321953956489e-22,10.339206756524568
8.08211751982024e-22,10.340757753084382
8.08291316309057e-22,10.342308982311003
8.083708883774914e-22,10.343860444239361
8.084504681880672e-22,10.34541213890433
8.085300557415279e-22,10.34696406634087
8.086096510386132e-22,10.348516226583852
8.086892540800652e-22,10.350068619668207
8.08768864866627e-22,10.351621245628888
8.088484833990403e-22,10.353174104500818
8.089281096780453e-22,10.354727196318915
8.090077437043859e-22,10.35628052111815
8.090873854788036e-22,10.357834078933461
8.091670350020416e-22,10.359387869799818
8.092466922748404e-22,10.360941893752152
8.093263572979431e-22,10.362496150825445
8.094060300720935e-22,10.364050641054684
8.094857105980325e-22,10.365605364474817
8.095653988765027e-22,10.367160321120839
8.0964509490824745e-22,10.368715511027728
8.097247986940093e-22,10.370270934230488
8.098045102345311e-22,10.371826590764114
8.098842295305559e-22,10.373382480663608
8.099639565828263e-22,10.374938603963972
8.1004369139208515e-22,10.376494960700223
8.101234339590765e-22,10.378051550907387
8.102031842845423e-22,10.379608374620465
8.102829423692261e-22,10.381165431874502
8.10362708213871e-22,10.38272272270452
8.104424818192209e-22,10.38428024714557
8.105222631860202e-22,10.385838005232715
8.106020523150102e-22,10.387395997000962
8.106818492069358e-22,10.388954222485395
8.107616538625402e-22,10.390512681721056
8.108414662825668e-22,10.392071374743017
8.109212864677599e-22,10.393630301586347
8.1100111441886375e-22,10.39518946228613
8.110809501366212e-22,10.396748856877437
8.111607936217772e-22,10.398308485395361
8.112406448750755e-22,10.399868347874996
8.1132050389726005e-22,10.401428444351433
8.114003706890754e-22,10.402988774859773
8.114802452512661e-22,10.404549339435137
8.115601275845755e-22,10.40611013811262
8.116400176897493e-22,10.407671170927355
8.117199155675308e-22,10.409232437914453
8.117998212186652e-22,10.410793939109041
8.118797346438974e-22,10.412355674546271
8.119596558439714e-22,10.413917644261263
8.120395848196325e-22,10.415479848289168
8.121195215716255e-22,10.417042286665142
8.12199466100696e-22,10.41860495942435
8.122794184075879e-22,10.420167866601929
8.123593784930463e-22,10.421731008233046
8.1243934635781705e-22,10.423294384352884
8.125193220026445e-22,10.424857994996602
8.125993054282739e-22,10.426421840199383
8.126792966354509e-22,10.42798591999642
8.12759295624921e-22,10.429550234422907
8.128393023974298e-22,10.431114783514044
8.129193169537234e-22,10.432679567305035
8.129993392945466e-22,10.434244585831078
8.130793694206453e-22,10.435809839127387
8.131594073327644e-22,10.437375327229178
8.132394530316515e-22,10.438941050171682
8.133195065180518e-22,10.440507007990128
8.133995677927121e-22,10.442073200719765
8.134796368563762e-22,10.443639628395797
8.135597137097921e-22,10.445206291053493
8.136397983537053e-22,10.446773188728091
8.137198907888631e-22,10.448340321454864
8.1379999101601055e-22,10.449907689269057
8.138800990358939e-22,10.451475292205922
8.139602148492603e-22,10.453043130300749
8.140403384568563e-22,10.454611203588813
8.141204698594284e-22,10.456179512105393
8.142006090577231e-22,10.457748055885775
8.142807560524877e-22,10.459316834965254
8.143609108444693e-22,10.460885849379135
8.144410734344135e-22,10.4624550991627
8.145212438230689e-22,10.46402458435128
8.146014220111811e-22,10.465594304980172
8.14681607999499e-22,10.467164261084715
8.147618017887677e-22,10.46873445270021
8.14842003379736e-22,10.470304879861999
8.149222127731503e-22,10.471875542605405
8.15002429969759e-22,10.473446440965786
8.15082654970308e-22,10.475017574978457
8.151628877755466e-22,10.476588944678806
8.1524312838622155e-22,10.478160550102164
8.153233768030802e-22,10.479732391283893
8.154036330268708e-22,10.481304468259363
8.1548389705834165e-22,10.482876781063958
8.1556416889824015e-22,10.484449329733039
8.156444485473139e-22,10.48602211430199
8.157247360063118e-22,10.487595134806211
8.15805031275982e-22,10.489168391281092
8.158853343570714e-22,10.490741883762016
8.1596564525033005e-22,10.4923156122844
8.160459639565046e-22,10.493889576883648
8.16126290476345e-22,10.495463777595186
8.162066248105984e-22,10.497038214454408
8.162869669600139e-22,10.498612887496758
8.163673169253406e-22,10.50018779675767
8.164476747073264e-22,10.501762942272563
8.165280403067208e-22,10.503338324076894
8.166084137242726e-22,10.504913942206104
8.166887949607306e-22,10.506489796695645
8.167691840168428e-22,10.508065887580958
8.168495808933591e-22,10.509642214897521
8.16929985591029e-22,10.511218778680801
8.170103981106011e-22,10.512795578966264
8.170908184528251e-22,10.514372615789403
8.171712466184496e-22,10.515949889185679
8.172516826082249e-22,10.517527399190593
8.173321264229002e-22,10.51910514583964
8.174125780632246e-22,10.520683129168313
8.174930375299483e-22,10.522261349212124
8.175735048238209e-22,10.523839806006581
8.176539799455918e-22,10.525418499587197
8.177344628960112e-22,10.52699742998949
8.178149536758281e-22,10.528576597248975
8.178954522857945e-22,10.530156001401219
8.179759587266586e-22,10.531735642481724
8.18056472999171e-22,10.533315520526045
8.181369951040818e-22,10.534895635569718
8.182175250421425e-22,10.536475987648325
8.182980628141032e-22,10.53805657679742
8.183786084207126e-22,10.539637403052536
8.184591618627222e-22,10.541218466449255
8.18539723140882e-22,10.54279976702314
8.186202922559437e-22,10.54438130480979
8.187008692086575e-22,10.545963079844789
8.187814539997734e-22,10.547545092163706
8.188620466300436e-22,10.549127341802162
8.189426471002184e-22,10.550709828795739
8.190232554110488e-22,10.552292553180052
8.191038715632857e-22,10.553875514990713
8.191844955576808e-22,10.555458714263338
8.192651273949843e-22,10.55704215103354
8.193457670759487e-22,10.55862582533696
8.194264146013254e-22,10.56020973720924
8.19507069971864e-22,10.561793886685981
8.195877331883177e-22,10.563378273802856
8.196684042514372e-22,10.564962898595498
8.197490831619748e-22,10.566547761099576
8.198297699206821e-22,10.568132861350747
8.199104645283099e-22,10.569718199384658
8.199911669856107e-22,10.571303775236986
8.200718772933367e-22,10.572889588943417
8.201525954522397e-22,10.574475640539626
8.202333214630719e-22,10.576061930061302
8.203140553265849e-22,10.57764845754413
8.203947970435314e-22,10.57923522302381
8.204755466146636e-22,10.580822226536048
8.205563040407342e-22,10.58240946811655
8.206370693224951e-22,10.583996947801031
8.207178424606989e-22,10.585584665625198
8.207986234560981e-22,10.587172621624784
8.208794123094452e-22,10.588760815835515
8.209602090214941e-22,10.590349248293132
8.210410135929958e-22,10.591937919033368
8.211218260247043e-22,10.593526828091969
8.21202646317372e-22,10.59511597550468
8.212834744717526e-22,10.596705361307272
8.213643104885981e-22,10.598294985535485
8.214451543686623e-22,10.599884848225098
8.215260061126986e-22,10.60147494941189
8.216068657214604e-22,10.603065289131628
8.216877331957009e-22,10.60465586742011
8.217686085361727e-22,10.6062466843131
8.2184949174363e-22,10.607837739846396
8.219303828188265e-22,10.60942903405581
8.220112817625165e-22,10.611020566977155
8.22092188575452e-22,10.612612338646207
8.2217310325838695e-22,10.61420434909879
8.222540258120762e-22,10.615796598370729
8.22334956237274e-22,10.61738908649787
8.224158945347333e-22,10.618981813516015
8.22496840705209e-22,10.620574779461021
8.225777947494545e-22,10.622167984368712
8.226587566682243e-22,10.623761428274946
8.2273972646227315e-22,10.625355111215578
8.228207041323553e-22,10.626949033226463
8.229016896792246e-22,10.628543194343463
8.229826831036363e-22,10.630137594602441
8.230636844063441e-22,10.631732234039276
8.231446935881042e-22,10.633327112689868
8.232257106496697e-22,10.634922230590064
8.233067355917955e-22,10.636517587775765
8.233877684152369e-22,10.638113184282874
8.2346880912074955e-22,10.639709020147302
8.235498577090874e-22,10.641305095404936
8.236309141810066e-22,10.642901410091703
8.2371197853726075e-22,10.644497964243508
8.23793050778606e-22,10.646094757896266
8.23874130905799e-22,10.647691791085943
8.2395521891959285e-22,10.649289063848435
8.240363148207435e-22,10.650886576219683
8.241174186100067e-22,10.652484328235637
8.2419853028813935e-22,10.654082319932268
8.242796498558958e-22,10.655680551345508
8.243607773140313e-22,10.657279022511313
8.244419126633032e-22,10.658877733465669
8.245230559044657e-22,10.660476684244522
8.246042070382759e-22,10.662075874883861
8.246853660654894e-22,10.663675305419668
8.247665329868615e-22,10.665274975887922
8.248477078031507e-22,10.666874886324642
8.249288905151108e-22,10.668475036765791
8.250100811234989e-22,10.670075427247385
8.250912796290721e-22,10.671676057805444
8.251724860325865e-22,10.673276928475977
8.252537003347984e-22,10.674878039295002
8.253349225364644e-22,10.67647939029854
8.25416152638341e-22,10.678080981522623
8.254973906411857e-22,10.67968281300329
8.255786365457549e-22,10.68128488477659
8.256598903528052e-22,10.682887196878548
8.25741152063094e-22,10.684489749345243
8.258224216773782e-22,10.686092542212712
8.259036991964153e-22,10.687695575517031
8.2598498462096115e-22,10.689298849294248
8.260662779517738e-22,10.690902363580443
8.261475791896103e-22,10.6925061184117
8.26228888335229e-22,10.694110113824115
8.263102053893872e-22,10.695714349853773
8.263915303528422e-22,10.697318826536769
8.264728632263508e-22,10.698923543909189
8.26554204010671e-22,10.700528502007138
8.266355527065616e-22,10.702133700866755
8.267169093147793e-22,10.703739140524132
8.267982738360821e-22,10.705344821015393
8.26879646271228e-22,10.706950742376668
8.269610266209755e-22,10.708556904644093
8.270424148860823e-22,10.710163307853806
8.27123811067307e-22,10.711769952041957
8.272052151654084e-22,10.713376837244704
8.272866271811445e-22,10.714983963498192
8.273680471152723e-22,10.716591330838567
8.274494749685517e-22,10.718198939302006
8.275309107417402e-22,10.719806788924668
8.276123544355972e-22,10.721414879742749
8.27693806050882e-22,10.72302321179243
8.277752655883531e-22,10.724631785109905
8.278567330487689e-22,10.72624059973135
8.27938208432888e-22,10.72784965569296
8.280196917414699e-22,10.729458953030951
8.281011829752738e-22,10.731068491781533
8.281826821350576e-22,10.732678271980898
8.282641892215818e-22,10.734288293665283
8.283457042356058e-22,10.735898556870927
8.28427227177889e-22,10.737509061634059
8.285087580491903e-22,10.739119807990898
8.285902968502683e-22,10.740730795977678
8.28671843581884e-22,10.742342025630665
8.287533982447964e-22,10.743953496986105
8.288349608397652e-22,10.745565210080253
8.289165313675504e-22,10.747177164949383
8.289981098289116e-22,10.748789361629749
8.290796962246093e-22,10.75040180015764
8.291612905554026e-22,10.75201448056932
8.292428928220531e-22,10.753627402901111
8.293245030253196e-22,10.755240567189258
8.294061211659624e-22,10.756853973470076
8.294877472447427e-22,10.758467621779875
8.295693812624201e-22,10.760081512154953
8.296510232197552e-22,10.761695644631619
8.2973267311750845e-22,10.763310019246193
8.2981433095644e-22,10.764924636034998
8.298959967373125e-22,10.766539495034385
8.299776704608838e-22,10.768154596280647
8.300593521279164e-22,10.769769939810146
8.30141041739172e-22,10.77138552565925
8.302227392954094e-22,10.77300135386427
8.303044447973914e-22,10.774617424461589
8.303861582458785e-22,10.776233737487557
8.304678796416314e-22,10.777850292978538
8.305496089854113e-22,10.7794670909709
8.306313462779799e-22,10.781084131501027
8.307130915200985e-22,10.78270141460531
8.307948447125293e-22,10.784318940320135
8.308766058560328e-22,10.78593670868189
8.309583749513705e-22,10.787554719726975
8.310401519993049e-22,10.789172973491794
8.31121937000598e-22,10.790791470012778
8.312037299560109e-22,10.792410209326324
8.312855308663057e-22,10.794029191468862
8.313673397322438e-22,10.7956484164768
8.314491565545881e-22,10.79726788438659
8.315309813341004e-22,10.798887595234667
8.316128140715429e-22,10.800507549057473
8.316946547676783e-22,10.802127745891465
8.31776503423268e-22,10.803748185773076
8.31858360039075e-22,10.805368868738787
8.31940224615862e-22,10.806989794825054
8.3202209715439075e-22,10.808610964068343
8.321039776554246e-22,10.810232376505144
8.321858661197259e-22,10.81185403217192
8.322677625480584e-22,10.813475931105186
8.32349666941183e-22,10.8150980733414
8.324315792998636e-22,10.816720458917079
8.325134996248635e-22,10.818343087868731
8.325954279169459e-22,10.819965960232858
8.326773641768738e-22,10.821589076045992
8.327593084054097e-22,10.823212435344614
8.328412606033177e-22,10.824836038165284
8.329232207713597e-22,10.826459884544505
8.330051889103008e-22,10.828083974518833
8.330871650209041e-22,10.829708308124815
8.331691491039331e-22,10.831332885398986
8.332511411601519e-22,10.832957706377917
8.333331411903232e-22,10.834582771098145
8.334151491952111e-22,10.836208079596235
8.334971651755806e-22,10.837833631908783
8.33579189132194e-22,10.839459428072331
8.336612210658163e-22,10.841085468123477
8.33743260977211e-22,10.842711752098795
8.338253088671432e-22,10.844338280034899
8.33907364736376e-22,10.845965051968358
8.339894285856759e-22,10.847592067935814
8.34071500415804e-22,10.84921932797383
8.341535802275268e-22,10.85084683211904
8.342356680216077e-22,10.852474580408046
8.343177637988125e-22,10.854102572877496
8.343998675599047e-22,10.855730809564001
8.344819793056505e-22,10.85735929050422
8.345640990368135e-22,10.858988015734768
8.346462267541584e-22,10.8606169852923
8.34728362458452e-22,10.862246199213486
8.348105061504574e-22,10.863875657534956
8.3489265783094015e-22,10.865505360293378
8.34974817500666e-22,10.867135307525432
8.350569851603997e-22,10.868765499267791
8.351391608109067e-22,10.87039593555712
8.352213444529526e-22,10.872026616430118
8.353035360873032e-22,10.873657541923475
8.353857357147229e-22,10.875288712073875
8.354679433359786e-22,10.876920126918039
8.35550158951836e-22,10.878551786492674
8.356323825630606e-22,10.88018369083448
8.357146141704167e-22,10.881815839980153
8.357968537746717e-22,10.883448233966444
8.358791013765912e-22,10.885080872830072
8.359613569769412e-22,10.88671375660777
8.360436205764881e-22,10.888346885336292
8.361258921759984e-22,10.889980259052374
8.362081717762381e-22,10.89161387779277
8.362904593779735e-22,10.893247741594237
8.363727549819711e-22,10.894881850493535
8.364550585889968e-22,10.896516204527419
8.365373701998175e-22,10.898150803732666
8.366196898151998e-22,10.89978564814606
8.367020174359108e-22,10.901420737804392
8.367843530627177e-22,10.903056072744453
8.368666966963867e-22,10.904691653003031
8.369490483376846e-22,10.906327478616921
8.3703140798737805e-22,10.907963549622925
8.371137756462363e-22,10.909599866057889
8.37196151315024e-22,10.911236427958592
8.372785349945096e-22,10.912873235361866
8.373609266854605e-22,10.914510288304557
8.37443326388643e-22,10.916147586823467
8.375257341048257e-22,10.917785130955464
8.376081498347753e-22,10.919422920737368
8.376905735792604e-22,10.921060956206054
8.377730053390473e-22,10.922699237398353
8.378554451149046e-22,10.924337764351138
8.379378929076003e-22,10.925976537101285
8.380203487179021e-22,10.927615555685657
8.381028125465774e-22,10.929254820141129
8.381852843943956e-22,10.930894330504598
8.382677642621239e-22,10.932534086812943
8.383502521505302e-22,10.93417408910305
8.384327480603837e-22,10.935814337411847
8.385152519924515e-22,10.937454831776206
8.385977639475038e-22,10.939095572233073
8.386802839263075e-22,10.940736558819333
8.387628119296316e-22,10.942377791571916
8.388453479582445e-22,10.944019270527757
8.389278920129153e-22,10.945660995723784
8.390104440944127e-22,10.947302967196938
8.390930042035056e-22,10.948945184984172
8.391755723409632e-22,10.950587649122426
8.392581485075538e-22,10.952230359648654
8.393407327040472e-22,10.953873316599825
8.394233249312119e-22,10.955516520012894
8.395059251898173e-22,10.957159969924845
8.395885334806329e-22,10.958803666372646
8.396711498044283e-22,10.960447609393286
8.39753774161972e-22,10.96209179902375
8.39836406554034e-22,10.963736235301026
8.399190469813838e-22,10.965380918262122
8.40001695444791e-22,10.967025847944036
8.400843519450258e-22,10.968671024383786
8.401670164828568e-22,10.970316447618378
8.402496890590563e-22,10.97196211768487
8.403323696743921e-22,10.973608034620247
8.404150583296348e-22,10.97525419846155
8.404977550255548e-22,10.976900609245838
8.405804597629218e-22,10.978547267010137
8.406631725425069e-22,10.98019417179151
8.407458933650794e-22,10.981841323627
8.408286222314107e-22,10.983488722553677
8.409113591422699e-22,10.985136368608591
8.409941040984287e-22,10.986784261828834
8.410768571006579e-22,10.988432402251483
8.411596181497274e-22,10.990080789913613
8.412423872464079e-22,10.991729424852304
8.41325164391471e-22,10.993378307104667
8.414079495856878e-22,10.995027436707806
8.414907428298286e-22,10.99667681369881
8.415735441246639e-22,10.99832643811479
8.416563534709659e-22,10.99997630999287
8.417391708695053e-22,11.001626429370171
8.418219963210536e-22,11.00327679628382
8.419048298263827e-22,11.004927410770966
8.419876713862626e-22,11.006578272868706
8.420705210014651e-22,11.008229382614209
8.421533786727625e-22,11.009880740044629
8.422362444009273e-22,11.011532345197137
8.423191181867289e-22,11.013184198108856
8.424020000309416e-22,11.014836298816991
8.424848899343346e-22,11.016488647358674
8.42567787897682e-22,11.018141243771115
8.4265069392175435e-22,11.019794088091471
8.4273360800732525e-22,11.021447180356962
8.428165301551656e-22,11.023100520604757
8.42899460366048e-22,11.024754108872063
8.42982398640745e-22,11.026407945196095
8.430653449800296e-22,11.028062029614063
8.431482993846739e-22,11.02971636216319
8.432312618554498e-22,11.031370942880683
8.433142323931297e-22,11.033025771803768
8.433972109984871e-22,11.034680848969689
8.434801976722939e-22,11.036336174415663
8.435631924153234e-22,11.037991748178957
8.436461952283499e-22,11.039647570296841
8.437292061121448e-22,11.041303640806541
8.438122250674814e-22,11.042959959745325
8.438952520951327e-22,11.044616527150458
8.439782871958719e-22,11.046273343059209
8.440613303704723e-22,11.047930407508861
8.441443816197073e-22,11.049587720536694
8.442274409443505e-22,11.051245282180007
8.443105083451756e-22,11.052903092476093
8.443935838229565e-22,11.054561151462266
8.444766673784661e-22,11.056219459175807
8.445597590124779e-22,11.057878015654035
8.446428587257663e-22,11.059536820934266
8.447259665191044e-22,11.061195875053832
8.448090823932675e-22,11.062855178050057
8.448922063490283e-22,11.064514729960274
8.449753383871617e-22,11.066174530821828
8.45058478508441e-22,11.067834580672042
8.451416267136419e-22,11.069494879548309
8.452247830035379e-22,11.071155427487962
8.453079473789025e-22,11.072816224528344
8.453911198405114e-22,11.074477270706854
8.454743003891387e-22,11.076138566060855
8.4555748902555935e-22,11.077800110627727
8.456406857505466e-22,11.079461904444834
8.457238905648768e-22,11.081123947549594
8.458071034693242e-22,11.082786239979388
8.458903244646645e-22,11.084448781771636
8.459735535516714e-22,11.086111572963725
8.460567907311213e-22,11.087774613593085
8.461400360037876e-22,11.089437903697107
8.462232893704468e-22,11.091101443313242
8.463065508318742e-22,11.09276523247891
8.463898203888459e-22,11.094429271231572
8.464730980421349e-22,11.096093559608617
8.465563837925187e-22,11.097758097647523
8.466396776407718e-22,11.099422885385735
8.467229795876705e-22,11.101087922860716
8.468062896339905e-22,11.102753210109924
8.468896077805066e-22,11.104418747170818
8.46972934027996e-22,11.106084534080892
8.470562683772343e-22,11.107750570877622
8.471396108289966e-22,11.109416857598479
8.472229613840608e-22,11.11108339428098
8.473063200432015e-22,11.112750180962601
8.473896868071964e-22,11.114417217680863
8.474730616768201e-22,11.11608450447325
8.4755644465285e-22,11.117752041377294
8.476398357360626e-22,11.11941982843051
8.477232349272335e-22,11.121087865670413
8.478066422271404e-22,11.122756153134548
8.478900576365595e-22,11.12442469086044
8.47973481156267e-22,11.126093478885634
8.480569127870418e-22,11.127762517247698
8.481403525296589e-22,11.129431805984165
8.482238003848969e-22,11.13110134513261
8.483072563535311e-22,11.132771134730577
8.483907204363401e-22,11.13444117481566
8.48474192634099e-22,11.136111465425389
8.485576729475869e-22,11.13778200659739
8.48641161377582e-22,11.139452798369256
8.487246579248593e-22,11.14112384077854
8.488081625901973e-22,11.14279513386286
8.488916753743734e-22,11.144466677659805
8.489751962781659e-22,11.146138472207014
8.490587253023525e-22,11.14781051754209
8.491422624477107e-22,11.149482813702647
8.492258077150184e-22,11.151155360726317
8.493093611050536e-22,11.152828158650735
8.493929226185949e-22,11.154501207513547
8.494764922564187e-22,11.15617450735237
8.495600700193042e-22,11.157848058204866
8.496436559080304e-22,11.159521860108692
8.497272499233742e-22,11.161195913101507
8.49810852066115e-22,11.162870217220977
8.498944623370318e-22,11.164544772504792
8.499780807369023e-22,11.166219578990606
